gene,sig_population,Early_G1,Late_G1,S,G2_M,state
Ift140,2,0.161262279,0.731621664,1.213258165,0.829656342,up
Wdr31,5,0.122956474,0.571942781,1.212049811,0.90673296,up
Pradc1,3,0.750367652,0.299543918,1.639772752,1.594565714,up
Ikbkb,2,0.048023311,0.397713885,1.609551662,1.371567718,up
Ccdc127,2,0.397547374,0.484462156,1.795550129,0.944808871,up
Tomm40l,2,0.645304512,0.683190591,1.300575825,0.982551936,up
Chtop,3,0.47175812,0.354123401,1.600554009,1.397718602,up
Scfd1,2,0.525558454,0.396226675,1.111974485,0.734657359,up
Smchd1,2,0.075241151,0.502324396,1.269314207,1.086768167,up
Fam120a,3,0.152351629,0.609195752,1.278929229,1.060148384,up
Rpp38,2,0.456374943,0.891675214,0.959451296,0.377660349,up
Tomm34,2,0.110715364,0.52288565,1.224683149,1.062974087,up
Preb,2,0.908008712,0.909477586,1.080416527,0.775693396,up
Med29,3,0.189012457,0.501878539,1.08041555,0.685879074,up
Ppp1r15b,3,0.585861301,0.554128877,1.481156607,1.223799579,up
Rpusd1,3,0.128868968,0.702365323,1.30397708,0.520653739,up
Mapk6,3,0.802360542,0.65627913,1.506756886,1.003560875,up
Ahsa2,3,0.655976887,0.652866578,1.501983568,1.04291745,up
Prl14l,3,0.622309283,0.383527033,1.373902475,1.02085918,up
Exoc4,2,0.24447582,0.3777401,1.216414915,1.192998567,up
Vti1a,2,0.562514548,0.64657707,1.000071957,0.701548521,up
Wdr45l,2,0.221736681,0.517478226,1.165473819,1.070770248,up
Zfp143,4,-0.146388518,0.282417662,1.469165794,1.256258953,up
Obfc1,2,0.691980006,0.572460928,1.075694622,0.902897365,up
Nosip,2,0.412069468,0.227456555,1.894156122,1.451583775,up
Coq5,2,-0.403771796,0.339568444,1.737502476,0.599600534,up
Zfp472,2,0.033335327,0.39132275,1.03669289,0.735904954,up
Ttc9c,2,0.172036946,0.566457348,1.365839752,1.063246319,up
Zswim1,3,0.088262403,0.608192765,1.230304705,1.020514754,up
Pigk,3,0.53962563,0.176946843,1.693696044,1.473493009,up
Rab3gap2,2,0.508733997,0.625585837,1.363436846,0.884706967,up
Mgmt,2,0.392804552,0.559686439,1.510176855,0.528747629,up
Ccdc14,4,-0.038238721,0.592807616,1.11897469,0.944239111,up
Dnase1l1,2,-0.146010575,0.413659826,1.090450325,0.849942349,up
Smyd3,2,0.358437337,0.107762656,1.799669607,0.543918398,up
Rbm28,2,0.098582276,0.561624672,1.269352224,1.266092099,up
Ulbp1,4,0.935661356,0.74275143,1.162889819,1.063997307,up
Fto,2,0.257718134,0.676012926,1.213438381,1.13964845,up
Spryd3,3,0.443420751,0.767518738,0.888336227,0.671245985,up
Nr3c1,2,0.058672866,0.751267563,1.048080164,0.980739688,up
Twistnb,2,0.71274934,0.400245923,1.335168978,0.957037446,up
Xpot,3,0.525051007,0.617512463,0.879056434,0.842697918,up
Psmd9,3,-0.435709568,0.530673778,1.130450314,0.610099157,up
Galns,3,-0.013008769,0.163057028,1.139488944,0.979424826,up
Ap2b1,4,0.499565662,0.814214718,0.999477173,0.945367176,up
Pddc1,2,-0.097391288,-0.094210814,1.332240395,1.219645132,up
Surf1,2,-0.086227905,0.733769598,1.367850318,1.025394299,up
Rgs12,3,0.238300311,0.060198249,1.692239976,1.124299194,up
Tfb1m,3,0.035204946,0.280237047,1.63416876,0.992271635,up
Sp3,3,-0.068895939,0.296268779,1.340381605,0.696114651,up
AI597468,4,0.515906503,0.647962886,1.358694395,1.179907001,up
Snf8,2,0.146902012,0.446480707,1.367510117,0.950181194,up
Epb4.1l2,3,0.149074276,0.323107751,1.671010079,0.89518307,up
Ttyh2,2,0.522211854,0.674637542,1.287813181,0.763853692,up
Acad8,2,0.216953353,0.385688653,1.100630596,1.052955109,up
Prtn3,2,-0.463923552,0.438092309,1.336986513,0.668885448,up
Cbll1,3,-0.0127304,0.547770014,0.361477632,1.071582505,up
Zmat5,2,1.03421051,0.301379116,0.715148609,1.160077752,up
B9d2,3,1.750229571,1.904399324,2.532766546,2.664699022,up
Mphosph10,2,1.152964281,1.414913017,2.057085304,2.286560361,up
Rabif,2,1.051934342,0.8186801,0.051759652,1.09601312,up
Cks1b,6,3.396368451,5.257511303,7.305011716,7.543111887,up
Cks2,6,1.073148486,2.302720374,4.44052765,6.898803698,up
Kpna2,6,1.750203357,3.226904669,5.198227482,7.072224973,up
Tufm,4,1.10250866,1.789122082,2.223609476,2.995645403,up
Ddx39,6,2.375674239,3.699732285,3.445651358,4.547112995,up
Dap,3,1.214871738,0.721083888,1.758310984,3.492396447,up
Smc2,6,1.795048459,4.3241515,5.741645555,5.77233858,up
Srp68,2,1.389516322,1.818971322,2.241508193,2.545450814,up
Brix1,2,1.883157317,2.245785607,2.001992307,2.741989365,up
Fibp,3,1.303623229,1.032095618,-0.09061056,1.483462872,up
Man2b1,2,1.197643922,1.786383273,1.555688887,2.146384892,up
Cse1l,6,1.974696912,2.189484143,2.785305696,3.023029645,up
Hn1,5,2.501984574,3.159565258,3.606495998,4.537124818,up
Zfp330,4,1.316262261,2.17472766,1.824226791,2.524337932,up
Ssna1,5,1.831111717,2.357709471,3.133352286,3.966171045,up
Hmgb2,6,2.994828491,3.586740364,4.92326639,5.827515384,up
Nsmce1,5,2.224720997,3.131617532,3.561723223,3.619737544,up
Ndufa1,5,2.001153255,2.029111825,3.093905938,3.484099241,up
Mrpl30,3,2.12395696,1.480708689,1.179217658,2.732034097,up
Anp32e,6,1.896774767,2.421941568,3.410445459,3.966259391,up
Bcas2,4,1.453463392,1.55100958,1.92205585,2.314887252,up
H2-Ke2,2,1.658889431,2.560954032,2.977297854,3.072734861,up
Polr1d,3,1.585813326,1.815817325,1.94807781,2.241335309,up
A430005L14Rik,5,1.419105791,1.36710466,1.784109033,2.26858039,up
Mir3112,3,1.032314791,1.969751337,2.126817848,2.149234084,up
Dynlt1a,4,1.862932769,2.472771675,2.65516099,2.805742886,up
Hmgb3,5,1.660516332,2.458715244,3.067655587,3.304239423,up
Slirp,3,1.823888468,2.023173665,2.983889273,2.990685809,up
Ppp1ca,2,1.095338519,1.33272325,1.62173404,1.713055988,up
Trnt1,2,1.554959297,1.580894958,1.971677628,2.09969452,up
Rars,2,1.697570329,1.461440912,1.166365908,1.860949621,up
Psmd6,5,2.483725904,2.395442716,2.470023505,2.816803734,up
Echs1,2,1.346186809,1.524952925,1.886477923,2.148944107,up
S100a13,3,0.377239133,1.321645184,1.465668684,1.830011423,up
Eef1e1,2,1.138569217,1.187584324,1.518236704,1.698013433,up
Pak1ip1,3,1.389300361,1.091466994,2.687645218,2.856018342,up
Th1l,5,1.628366211,2.439355765,3.310635988,3.443908438,up
Sec11a,3,1.408266498,0.872994053,1.759008444,1.920936399,up
Ufc1,2,1.201414282,0.638750598,0.10972544,1.602510093,up
Spcs1,2,1.573891745,0.84957669,1.781358945,1.785786319,up
Gtpbp4,3,1.542689962,1.653661671,1.680940892,1.726070556,up
Ndufc2,3,1.904410877,2.118176841,2.359237755,2.492443025,up
Hmgn2,6,1.370070983,1.572120221,2.019796254,2.328529348,up
Psmb7,4,1.129335669,1.987492699,2.439156891,2.82006548,up
Cyfip2,2,1.150580565,0.798110491,0.846741607,1.580242075,up
Polr2c,5,1.131083116,1.371329734,2.389816917,2.774747575,up
Nup210,5,1.628472207,2.305607347,2.160715812,2.458622301,up
Pmf1,6,2.144735674,2.950675082,4.469862284,4.858305545,up
Slc39a11,3,1.038530846,1.120853856,0.589685449,1.219221692,up
As3mt,2,1.500649795,1.142777176,1.202798272,1.636177512,up
Pik3cg,3,1.144108202,0.438853563,0.439676713,2.749377966,up
Higd2a,2,1.339654716,0.84502191,2.129624755,2.221579004,up
Dnajc19,3,1.40831401,1.431821768,2.462460365,2.516186882,up
Lsm4,4,1.494783926,1.591763659,2.436182781,3.126676247,up
Reep5,3,1.518887212,1.696047879,2.016896591,2.332976982,up
Kpna3,3,1.100997275,1.603421971,1.736219357,2.091726931,up
SNORD93,6,1.690947555,2.165712297,2.728840106,2.81189554,up
Dcps,4,1.497720915,1.546931275,2.666310865,2.84236897,up
Lgals1,2,1.301635441,1.708359393,2.143091279,2.403766436,up
Mrps14,2,1.387234851,1.542082214,1.626048472,1.84541321,up
Dnttip2,2,0.882578325,1.026482087,1.683531357,2.034477871,up
Gabpb1,4,1.522346829,0.629872275,2.132753383,2.340349504,up
Atp5k,6,1.823575146,3.354022433,3.358314152,3.387813382,up
Pin1,5,1.342115412,1.372588857,2.119320256,2.287183366,up
Gtf2a2,4,1.535237651,1.866622479,2.605988913,2.957115503,up
Bloc1s2a,2,1.33847673,0.781373134,1.992754469,2.300624074,up
Nucks1,6,1.200706919,2.147582921,2.92765983,4.015601946,up
Taf9,3,1.427782336,2.438817399,2.198706562,2.887578001,up
Tma7,2,1.109864684,1.81787084,1.666838084,1.821198254,up
Dtwd1,2,1.352263102,1.139383492,1.078988407,1.632563413,up
Lamtor2,2,1.558799518,1.164745885,1.39447618,2.08719023,up
Wdr61,4,1.193683358,2.055117699,2.338745017,2.582140134,up
Cops5,3,1.460269346,1.691108585,2.414810239,3.199579424,up
Actr3,4,1.426932296,1.899483388,2.100636608,2.34158513,up
Ndufa5,5,1.943190231,2.464266751,2.648900333,2.803023212,up
Psmb2,3,1.380107928,1.636811868,1.9528929,2.010872213,up
Cpsf6,4,1.544771357,0.997882272,1.997053021,2.111960517,up
Rad9,4,1.402136821,0.99144398,2.282573863,2.442668823,up
Swi5,3,1.430273285,1.81173359,1.954825524,2.186058749,up
Lbr,6,1.670043505,2.128374034,2.878327531,3.025109155,up
Rnf4,3,1.219772993,1.762904509,1.993298148,2.015696894,up
Psmc1,4,0.775826559,1.137272822,1.881980919,2.471877391,up
Scamp4,2,1.543604661,1.132471384,1.798621463,1.899067769,up
Urod,2,0.780071541,1.256025371,1.049406277,1.557502556,up
Pnpt1,3,1.353594376,1.513696581,1.486831819,1.845434317,up
Dars,3,0.979505109,1.90354098,1.747152596,1.992461721,up
Wdr1,3,1.569181766,1.648255687,1.461669029,1.868270727,up
Tmpo,5,1.337617525,1.861804816,2.627520623,3.2413495,up
Acsl5,5,1.418420408,2.310275137,2.371275508,3.698161428,up
Sec11c,3,1.270517254,1.325047481,2.170074086,2.609365904,up
Top2a,6,1.545282161,4.658062166,7.813627775,7.94650542,up
Ndufb5,3,1.27717334,1.948630363,2.472873354,3.098825705,up
Wdr55,2,0.986391304,0.775362993,1.599793946,1.899664202,up
Dld,2,1.154643189,2.088597404,1.565832483,2.161841916,up
Psmg3,4,1.492674593,1.419237294,2.570281954,2.771497324,up
Samm50,3,1.223107933,1.784786801,1.222227019,2.139631334,up
Arl1,3,1.425323386,1.825293789,1.606282006,2.446112597,up
Commd1,4,0.705777522,2.429124951,2.893947092,2.97871938,up
Srp19,3,1.151059053,1.636884706,2.461969781,2.740869075,up
Rab8a,2,1.30830679,1.072271556,1.722565494,1.80413324,up
Gnpat,2,1.215032545,1.055755407,1.208895526,1.542213637,up
Tomm22,2,0.756230683,1.246424984,2.427014493,2.583245518,up
Msra,2,1.142802396,1.771071776,2.577950856,2.965489447,up
Utp15,4,0.653643575,1.529369204,1.596830796,1.888485911,up
Eif2s3x,4,0.950177833,1.446545894,2.663469305,2.773955614,up
Sdhd,4,0.981454465,2.17274221,2.444026396,2.477469863,up
Ier3ip1,4,1.166267203,1.326858525,1.711005783,2.306823955,up
Bscl2,2,1.328973611,0.954263381,1.180951416,2.177485729,up
Pqbp1,2,1.182072854,0.667264481,1.034124346,2.55904645,up
Trmt2b,3,1.218240673,0.941553749,1.878473798,1.963760495,up
Tssc1,5,1.238423249,1.192915946,1.698576989,2.134219269,up
Yipf1,2,1.08990843,1.111694172,1.055604795,1.398307575,up
Rbl1,6,1.276421166,2.274093727,2.258355377,2.418703072,up
Aars,6,1.41286771,1.605577489,1.808082299,1.866739827,up
Wdr67,4,1.139318608,1.860765399,2.561105587,2.929209249,up
Mrpl49,5,1.421110786,1.613540489,1.530446629,2.328130866,up
Wbp5,4,1.104997878,1.538462566,1.911833102,2.391659698,up
Ppp2r4,4,1.4365246,1.485108941,2.381867692,2.515428184,up
Kpnb1,3,1.193302155,1.516911303,1.039102507,1.637826159,up
Inpp5b,3,0.580431451,1.761323052,2.18842019,2.534899815,up
Gpn3,4,0.738097836,1.839774828,2.210811327,2.521535064,up
Nde1,6,0.787608211,1.924909304,2.90147689,5.174045636,up
Ormdl2,3,1.170067387,1.864521393,1.430545423,2.891150964,up
Tmed10,2,1.190621805,1.208286826,1.577462492,1.778032178,up
Cep250,3,1.298398191,1.280186068,0.787687962,1.781561672,up
Xrn2,3,0.921711065,1.996892113,1.588467205,2.091978614,up
Hbxip,3,1.15784928,1.815437985,1.821293428,2.210713261,up
Tacc3,6,1.008595597,3.597735483,6.170293556,6.976755453,up
Ssr3,2,1.122530809,1.413889849,1.584665411,1.707018099,up
Snrpb2,3,0.921310569,1.520098865,1.916553482,2.296467243,up
Mettl6,2,0.864849963,1.388658221,1.235273565,2.138547609,up
Ddx49,3,1.35603335,1.06089518,1.230031025,1.60524124,up
Isca2,3,1.231593072,0.770667649,1.964465757,2.884263627,up
Nudt1,5,0.749556133,2.120085414,2.625235785,2.699746844,up
Eif2b1,3,1.05283873,1.864336329,1.504415639,1.908083162,up
Nars,2,1.266239832,1.725437798,1.826845053,2.100800265,up
Mpc1,4,0.671157709,2.538618461,2.595672595,2.627551446,up
D17H6S56E-5,6,1.341492842,1.896846466,3.911944926,5.0118716,up
Ube2t,6,1.414808619,2.772763198,3.011711776,3.248962802,up
Dera,3,1.235696584,2.64303905,2.493120056,2.940145618,up
Hmgn5,4,0.957585752,2.226244984,2.763338328,3.156675819,up
Nup205,5,0.978076617,1.63581712,2.554708219,2.820211142,up
Noc4l,4,0.898685187,1.912597501,2.077636569,2.591207633,up
Emp3,2,0.930775743,1.501878028,1.633873501,1.669779648,up
Cyb561d2,2,1.018645152,1.039949294,1.172296748,2.006939575,up
Thoc6,3,1.114027827,1.279927609,2.28734445,3.163749329,up
Lman1,2,1.082108718,1.368188763,1.354228554,1.987608511,up
Eif4e2,3,1.263756647,1.422606467,1.683039649,1.875671451,up
Ndufs2,4,0.881192704,2.062065773,2.345226652,2.673985004,up
Agpat6,2,1.486754435,1.689505793,1.693045745,1.764795725,up
Srp54a,3,0.969411972,1.564687816,1.3838065,1.648648005,up
Cab39l,2,0.221165275,0.836632279,0.385798,1.329541942,up
Capza1,2,1.059512106,1.254955569,1.873296603,2.078482884,up
Cnih,4,0.940932857,2.206440185,2.5693793,2.820226817,up
Gtf3c5,3,0.453358138,1.668290421,0.96144233,1.889506875,up
Golm1,2,1.037833516,0.898669015,1.721896214,1.862177942,up
Psma3,2,0.873043056,1.300964501,1.160562145,1.366357419,up
Mad1l1,3,0.988729256,1.019790557,2.531252455,3.143417491,up
Cops2,3,0.811734575,1.602056037,0.974161208,2.223318647,up
Ccdc124,2,0.859645685,1.764022372,1.28189779,2.754566208,up
Myeov2,2,0.775627851,1.362601729,1.740830081,2.435185737,up
Anxa2,2,1.020283917,1.263251583,1.920901482,2.656335462,up
Foxred1,3,1.15919529,1.334907915,1.174622621,1.778231707,up
Vamp3,3,1.156693874,1.708843303,1.311640329,1.9701478,up
Ska2,5,1.216411643,1.272732562,1.636747821,2.534867999,up
Mad2l1,6,0.887882053,3.266481735,6.139607597,6.603673393,up
Slc25a19,2,0.958293176,0.78489996,1.215473238,1.358894652,up
Larp7,4,1.040970805,1.945539369,1.920549089,2.121481285,up
Chek2,5,1.008465375,2.214187163,2.086542227,2.477701962,up
Hsdl1,2,0.950431888,1.014375091,0.915020093,1.572315057,up
Rdx,3,0.875212512,1.710710941,0.981287857,1.790223723,up
Gemin6,5,0.644224934,2.213942021,1.853490078,2.982199972,up
Mrps18c,3,0.822127172,2.062194092,2.501877337,3.029632679,up
Necap2,4,1.055529156,1.357609851,1.608354733,1.619100888,up
Tubb4b,6,0.819195955,2.071218525,4.531699429,4.630066914,up
Pih1d1,5,1.356190504,1.364694469,2.410187949,2.807285743,up
Apip,4,0.582692084,1.847585969,1.532168933,3.052521076,up
Ewsr1,2,0.898229675,1.551579474,1.584693771,2.029589371,up
Mrpl24,3,0.78254527,1.737006204,0.756984953,1.930286487,up
Atad1,3,1.037217022,1.158205512,1.748327207,1.866437817,up
Ncapd2,6,0.915758834,2.312663781,4.542701133,6.039883461,up
Mpp1,2,1.045467368,0.900443519,0.135954127,1.866529229,up
Polr1a,4,0.892272236,1.587931203,1.193953254,1.790388653,up
Thumpd1,2,1.396558586,1.2361754,1.064958318,1.506039659,up
Dclre1b,4,0.89142389,1.519048512,1.443464231,1.522006577,up
Elof1,5,1.190623602,2.22320186,2.697920831,3.297271112,up
Tuba1a,4,0.882737814,1.420659764,2.498988006,2.810881085,up
Tmx1,5,0.670466717,1.776032061,2.074788675,2.741015371,up
Ctdspl2,4,0.865831728,1.72273799,2.077530808,2.326199224,up
Mrpl46,2,0.981960681,1.995762042,2.312300163,2.32294734,up
Rnaseh2c,5,0.760177472,2.292900032,2.506078214,3.424920083,up
Pdcd10,2,0.927650759,1.385448248,1.482059319,1.909079243,up
Cops6,2,1.078674859,1.448223942,2.034569176,2.084864024,up
Rangap1,6,0.749309608,2.330314842,3.30147667,4.141587227,up
Tamm41,4,0.968968165,1.409375641,2.771149099,3.050598618,up
Triap1,2,0.745605365,1.15707919,1.250033893,1.386631308,up
Haus3,5,0.755661088,2.024925776,2.260194847,3.729461208,up
Sephs1,4,0.988957508,1.086835522,2.423934441,2.625102243,up
Cars,3,0.779288867,1.886851051,0.891975009,2.024757779,up
Rbm10,3,1.039494098,1.377610862,1.926148783,1.992302773,up
Zmpste24,3,0.95232384,1.305790067,1.015584065,2.004340991,up
L3mbtl2,5,0.825324749,1.912212531,2.010485151,2.336323092,up
Mtpn,3,0.842171453,1.583964427,1.825455436,2.118141003,up
Bub3,2,0.768523293,1.494584361,1.783907643,2.62190282,up
Pdik1l,2,0.741543248,1.518934722,1.54657421,1.868977827,up
Usp5,2,1.261556218,1.004346686,2.239412356,2.376906469,up
Trappc3,2,0.952171587,1.215264863,0.863120319,1.407657516,up
Cs,3,0.783073212,1.764523541,1.893130283,2.581305887,up
Coa3,3,0.814384043,1.622637353,2.322654433,2.440130386,up
Cdk1,6,0.572764593,3.074279171,5.212947535,5.993362818,up
Cmss1,4,0.734789404,1.99572296,2.732937605,2.755641427,up
Fgfr1op,3,0.634676069,1.273004362,1.486531556,3.135127017,up
Thoc3,3,0.695842671,1.420533935,2.012712762,2.318890665,up
Alg5,3,0.889615097,1.827569495,1.431650037,1.828210304,up
Zfp414,5,0.642185666,1.58992432,1.808943343,1.922877406,up
Smc4,6,0.673615224,1.955454747,3.63874144,4.160247706,up
Derl2,3,1.190789683,0.797727519,1.663830369,1.857059219,up
Ncaph,6,0.604916632,2.122379302,4.466529379,5.724227308,up
Akap8,2,0.938609358,1.028764752,1.310306612,1.402229156,up
Rpp30,3,0.491245821,1.89710409,1.53218035,2.635956082,up
Lsm5,5,0.77079489,1.434241121,2.271546898,2.367322734,up
Ccdc34,6,0.371847507,1.618727434,2.652995915,3.092326584,up
Nup214,3,0.851902659,1.038519946,1.416742638,1.920965301,up
Utp11l,3,0.664569664,1.915415195,1.671349883,2.326478382,up
Nfyb,5,0.575734781,1.51994258,2.880022167,2.882402979,up
Unc50,3,0.85130486,1.283951827,0.944042305,2.04357768,up
Cox10,4,0.801065847,1.364732511,1.952781195,2.092744184,up
Csnk2b,4,0.770669368,1.350817441,2.403798739,2.751475836,up
Mif4gd,3,0.646420768,1.199091607,1.240577945,1.40202651,up
Dpcd,3,0.872132961,1.22144428,1.318497092,1.428874456,up
Nfyc,3,0.647551779,1.126888466,1.294357242,1.452274244,up
Cd164,3,0.626420934,1.464909851,1.08070155,2.125764819,up
Kif20b,6,0.251668261,2.245681091,4.148520438,6.038568791,up
Cep128,6,0.728227895,1.835531427,3.914400441,3.950248288,up
Fam36a,3,0.734128754,1.211217921,1.731588314,1.926177115,up
Gtl3,2,0.788838389,1.255208053,1.450207108,1.592396243,up
Npl,2,0.915319623,1.253483688,1.53373701,1.797888205,up
Ankrd46,2,0.413092404,1.222243597,0.191055987,1.455314735,up
Rad51l1,5,0.536652529,1.920331898,2.187918786,2.291253229,up
Tmem43,4,0.741633709,0.957432273,2.137221133,2.844793618,up
Icam2,3,0.343953462,1.739133185,1.98299844,2.434591268,up
Brcc3,3,0.586112251,1.399487574,1.998745551,2.163718356,up
Sptssa,3,0.629962183,0.995464992,1.244974216,1.322263097,up
Dcaf13,2,0.854230957,1.39233423,1.198710453,2.028957752,up
Xpo1,4,0.58171514,1.923525812,1.838251147,2.693621795,up
Cep192,3,0.455527494,1.210052065,1.439682298,2.389827228,up
Tmem206,2,0.66713517,1.21523622,1.8014818,1.841413972,up
Ikzf1,2,0.469795573,1.077310198,1.518654504,1.897306914,up
Mrps9,3,0.30149926,1.596526681,1.6055296,2.338885318,up
Eapp,2,1.052997746,0.431624054,0.997533785,1.979023433,up
Mapre1,5,0.548156473,1.249301421,1.603599836,1.806555546,up
Mrps18a,2,0.149579848,1.570995474,2.337125195,2.598816796,up
U2af1l4,4,0.583992975,1.31602877,2.036803882,2.120394174,up
Prpf4,3,0.777057794,0.87758036,1.862554067,1.874343235,up
Tdp2,4,0.247730476,1.382741315,1.966408931,2.135789437,up
Gpkow,2,0.950006954,1.048266298,0.921045938,1.376949709,up
Mesdc2,2,0.727024812,1.062496131,0.875742009,1.226005511,up
Nedd1,4,0.762383458,1.155361066,1.397264142,2.065359255,up
Arhgef39,6,0.850008056,1.344883535,2.563306137,5.246466423,up
Rsrc1,5,0.579230885,1.515957933,1.48700455,1.743723538,up
Spc25,6,0.157743441,1.810074129,5.14163255,6.366090164,up
Cdc23,2,0.916256341,0.376116445,1.172623263,2.277018037,up
Cit,6,0.479889214,1.591854757,3.106454654,4.079406068,up
Cenpi,5,0.174460827,1.540171098,2.825826595,4.156322044,up
Pms1,3,0.522348086,1.077507513,1.098486922,1.143095629,up
Mettl16,4,0.305955903,1.422014851,1.203741117,1.425121004,up
Lrrc40,3,0.478122848,1.242631496,2.282353887,2.501462178,up
Prpf38a,4,0.528451286,1.116878036,1.737855505,2.161175924,up
Asrgl1,4,0.367660766,1.410125734,1.807325541,2.371886923,up
Acp1,5,0.797756267,1.131229698,1.883667812,1.935850208,up
Snx3,3,0.882109056,0.997924058,1.456430606,1.619205405,up
Cep57,4,0.337298694,1.405424129,2.358363158,2.807430178,up
Zcchc8,3,0.706316754,1.153765678,1.435888539,1.577399184,up
Pcnt,3,0.668434723,1.239696256,1.856873959,1.880941497,up
Nup37,4,0.820973361,1.194641086,2.687897779,3.406077708,up
Trip13,5,0.383071934,1.472059859,2.557862096,2.866011618,up
Naa15,3,0.879575141,1.129733607,1.120525808,1.273462741,up
Rassf1,2,1.164135755,0.473278402,0.43100584,1.570764471,up
Top3a,3,0.538761635,1.287455836,1.181136128,1.594954626,up
Tubgcp3,3,0.62178121,1.430211572,1.568454644,2.226572845,up
Atp6v1c1,3,0.876588588,1.165762423,1.135081486,1.55208381,up
D8Ertd738e,4,0.429119462,1.209876586,1.938503211,2.122481322,up
Bub1b,6,0.522936457,1.342236972,4.624848567,7.568021024,up
Myl12a,2,0.856772436,1.125535006,1.270422186,1.276035931,up
Atp6ap2,3,1.018590667,0.97052956,2.58237198,2.89683444,up
Cox6b2,5,0.595901022,1.052812962,1.418268486,2.562927902,up
Ints2,2,0.38377185,1.186344931,0.725467424,1.28764657,up
Cdca8,6,0.115604782,1.536158329,6.286219129,8.491699663,up
Lin37,2,0.202603403,1.316139912,1.562201345,1.957269596,up
Ckap2,6,0.778737623,1.201358069,2.08516292,3.784847412,up
Dpm3,4,0.2673238,1.399470792,1.82013389,1.921081338,up
Arhgap11a,6,0.59252287,1.209732108,2.057846828,3.301278313,up
Ngdn,3,0.428789452,1.074372683,1.752015458,2.729916454,up
Pam16,4,0.706772072,0.870686231,1.430996352,2.001083711,up
Ttc27,4,0.511276271,1.166951233,0.955391828,1.254837925,up
Ndc80,6,0.339470982,1.209701154,4.658587523,5.722584581,up
Ap2s1,4,0.409193132,1.209583008,1.282194507,1.293810036,up
Mphosph8,3,0.625606138,1.038335141,1.354492372,1.478095159,up
Psen1,4,0.316861526,1.183077333,2.202313523,2.262319072,up
Clp1,2,0.552016803,1.233423423,1.540247255,2.448610246,up
Elp3,2,0.321480259,1.31588102,0.560925619,1.898749565,up
Bcs1l,3,0.949677204,0.880261549,1.27325597,1.714402078,up
Prc1,6,0.584215641,0.874423178,4.3144442,7.058865635,up
Kif22,6,0.212552105,1.039496588,4.285072785,7.594408128,up
Rtel1,6,0.088934567,1.327232375,1.420874918,1.716076031,up
Ube2a,2,-0.111979507,1.226293736,1.20571235,2.217230407,up
Tiprl,3,0.273978435,1.211429815,1.674233848,2.173853735,up
Cenpn,6,0.12135234,1.239173908,5.019406963,5.073927702,up
Ap3m1,2,0.739422074,0.976252447,0.886266604,1.346834795,up
Tfrc,2,0.784427817,1.273725205,1.273957434,1.351606505,up
Tex10,3,0.690206542,0.875258312,2.073136862,2.248095161,up
Slc25a17,2,0.443347071,1.002736794,1.53105765,2.189223974,up
Mrpl47,3,0.074140289,1.077706746,1.205852203,1.405778321,up
Mis18a,5,0.20670098,1.010944901,2.29695115,2.598595014,up
Phf6,2,0.058098427,1.041326492,1.228548359,2.006285112,up
Dlgap5,6,0.100053384,1.237664454,2.29595445,4.562686605,up
Tdg,2,0.823011442,1.087009631,0.851126525,1.478258736,up
Tor2a,2,0.41696944,1.229182036,1.16662948,1.429608011,up
Tdp1,4,0.542754105,1.200674782,1.817001799,4.067940583,up
Tsen2,4,-0.093182342,1.165065874,1.631564405,1.779640966,up
Dnajb6,2,-0.026037887,1.200839854,1.428472554,1.985176689,up
Msl3,2,0.921928673,0.961593796,1.424602154,1.67632143,up
Btf3l4,2,0.76753695,1.123033102,1.203596129,1.453541937,up
Taf9,3,0.446564273,1.009916753,1.26130361,1.99841297,up
Hjurp,6,0.146153454,1.117712552,2.849845353,3.841340725,up
Wdr36,3,1.088171652,0.954693084,1.205968179,1.525461749,up
Cwc15,3,0.442696642,1.12573126,2.001654112,2.3521961,up
Eif1b,3,0.406633323,1.225187755,0.952128704,1.318363028,up
Ckap5,5,0.586658286,1.032826335,2.924075369,5.136412707,up
Eefsec,5,0.667740538,0.94198521,1.50751424,1.559311823,up
Tmem60,3,1.099625796,0.807461271,1.073275677,1.70813301,up
Xrcc2,4,0.704985096,0.967641944,1.644386791,1.851742229,up
Sgol1,6,0.233229529,1.021854448,2.64917214,4.293831219,up
Bub1,6,-0.151312223,0.96184117,4.232386619,5.13520725,up
Ckap2l,6,-0.009539611,0.919879738,3.952921898,6.766865202,up
Ect2,6,0.158350537,0.931291977,3.301090187,5.34166465,up
Ncapg,6,0.261752473,0.737602719,4.533036339,5.552790093,up
Mir1966,3,0.487832969,1.145562792,1.400192009,1.589877981,up
Hist1h4d,6,0.245407614,1.045974093,4.653536378,4.869413924,up
Shcbp1,6,0.098798007,0.783096255,4.742768173,5.817715371,up
Immp1l,3,0.890560699,0.605350499,1.834753033,2.317665795,up
Mettl14,3,1.023807156,0.834378003,1.296695255,1.510728304,up
Pus10,2,0.374272105,1.194280514,1.154584355,1.861529023,up
Herpud1,3,0.406647828,1.115757123,1.341415584,1.730840614,up
Casc5,6,-0.003360528,0.940046119,3.462778273,5.376028134,up
Cnpy2,2,0.115049782,0.991220915,1.167802511,1.405831586,up
Cbx1,3,0.547331102,1.18310139,1.777353756,1.789780142,up
Nabp2,3,0.554776652,1.025610944,1.273168824,1.501540933,up
